taxon,resolution,frequence,datetime,x,y
Acari,1200,360,2025-04-10T10:00:00Z,58,113
Acari,1200,360,2025-04-10T16:00:00Z,59,114
Acari,1200,360,2025-04-11T04:00:00Z,60,116
Acari,2400,60,2025-03-06T06:00:00Z,1,4
Acari,2400,60,2025-03-06T07:00:00Z,2,6
Acari,2400,60,2025-03-06T08:00:00Z,3,7
Acari,2400,60,2025-03-06T11:00:00Z,4,12
Acari,2400,60,2025-03-06T12:00:00Z,5,17
Acari,2400,60,2025-03-06T13:00:00Z,6,19
Acari,2400,60,2025-03-06T15:00:00Z,7,23
Acari,2400,60,2025-03-06T16:00:00Z,8,24
Acari,2400,60,2025-03-09T13:00:00Z,9,27
Acari,2400,60,2025-03-09T15:00:00Z,10,28
Acari,2400,60,2025-03-09T16:00:00Z,11,29
Acari,2400,60,2025-03-09T17:00:00Z,12,32
Acari,2400,60,2025-03-09T19:00:00Z,13,33
Acari,2400,60,2025-03-09T21:00:00Z,14,37
Acari,2400,60,2025-03-09T22:00:00Z,15,39
Acari,2400,60,2025-03-10T04:00:00Z,16,42
Acari,2400,60,2025-03-10T05:00:00Z,17,45
Acari,2400,60,2025-03-10T06:00:00Z,18,48
Acari,2400,60,2025-03-10T07:00:00Z,19,51
Acari,2400,60,2025-03-10T08:00:00Z,20,55
Acari,2400,60,2025-03-10T10:00:00Z,21,56
Acari,2400,60,2025-03-10T11:00:00Z,22,58
Acari,2400,60,2025-03-10T12:00:00Z,23,60
Acari,2400,60,2025-03-10T13:00:00Z,24,62
Acari,2400,60,2025-03-10T14:00:00Z,25,64
Acari,2400,60,2025-03-14T09:00:00Z,26,68
Acari,2400,60,2025-03-14T10:00:00Z,27,72
Acari,2400,60,2025-03-14T11:00:00Z,28,77
Acari,2400,60,2025-03-14T12:00:00Z,29,83
Acari,2400,60,2025-03-14T14:00:00Z,30,87
Acari,2400,60,2025-03-14T15:00:00Z,31,91
Acari,2400,60,2025-03-14T16:00:00Z,32,92
Acari,2400,60,2025-03-14T17:00:00Z,33,95
Acari,2400,60,2025-03-14T18:00:00Z,34,98
Acari,2400,60,2025-03-17T03:00:00Z,35,100
Acari,2400,60,2025-03-17T04:00:00Z,36,102
Acari,2400,60,2025-03-17T05:00:00Z,37,104
Acari,2400,60,2025-03-17T06:00:00Z,38,107
Acari,2400,60,2025-03-17T08:00:00Z,39,111
Acari,2400,60,2025-03-17T09:00:00Z,40,115
Acari,2400,60,2025-03-17T10:00:00Z,41,121
Acari,2400,60,2025-03-17T11:00:00Z,42,123
Acari,2400,60,2025-03-17T12:00:00Z,43,129
Acari,2400,60,2025-03-17T13:00:00Z,44,137
Acari,2400,60,2025-03-24T00:00:00Z,45,143
Acari,2400,60,2025-03-24T01:00:00Z,46,150
Acari,2400,60,2025-03-24T02:00:00Z,47,152
Acari,2400,60,2025-03-24T03:00:00Z,48,154
Acari,2400,60,2025-03-24T04:00:00Z,49,157
Acari,2400,60,2025-03-24T05:00:00Z,50,161
Acari,2400,60,2025-03-24T06:00:00Z,51,163
Acari,2400,60,2025-03-24T07:00:00Z,52,167
Acari,2400,60,2025-03-24T08:00:00Z,53,172
Acari,2400,60,2025-03-24T09:00:00Z,54,176
Acari,2400,60,2025-04-06T23:00:00Z,55,180
Acari,2400,60,2025-04-07T00:00:00Z,56,182
Acari,2400,60,2025-04-07T01:00:00Z,57,186
Acari,2400,60,2025-04-07T02:00:00Z,58,189
Acari,2400,60,2025-04-07T03:00:00Z,59,195
Acari,2400,60,2025-04-07T04:00:00Z,60,198
Acari,2400,60,2025-04-07T05:00:00Z,61,199
Acari,2400,60,2025-04-07T06:00:00Z,62,203
Acari,2400,60,2025-04-07T07:00:00Z,63,205
Acari,2400,60,2025-04-07T08:00:00Z,64,206
Acari,2400,60,2025-04-10T06:00:00Z,65,208
Acari,2400,60,2025-04-10T07:00:00Z,66,211
Acari,2400,60,2025-04-10T08:00:00Z,67,214
Acari,2400,60,2025-04-10T09:00:00Z,68,217
Acari,2400,60,2025-04-10T10:00:00Z,69,218
Acari,2400,60,2025-04-10T11:00:00Z,70,220
Acari,2400,60,2025-04-10T12:00:00Z,71,223
Acari,2400,60,2025-04-10T13:00:00Z,72,226
Acari,2400,60,2025-04-10T14:00:00Z,73,229
Acari,2400,60,2025-04-10T15:00:00Z,74,233
Acari,2400,60,2025-04-15T23:00:00Z,75,234
Acari,2400,60,2025-04-16T00:00:00Z,76,236
Acari,2400,60,2025-04-16T01:00:00Z,77,237
Acari,2400,60,2025-04-16T02:00:00Z,78,238
Acari,2400,60,2025-04-16T03:00:00Z,79,239
Acari,2400,60,2025-04-16T04:00:00Z,80,240
Acari,2400,60,2025-04-16T05:00:00Z,81,242
Acari,2400,60,2025-04-16T07:00:00Z,82,244
Acari,2400,60,2025-04-16T08:00:00Z,83,245
Acari,2400,360,2025-03-03T13:00:00Z,1,2
Acari,2400,360,2025-03-03T19:00:00Z,2,5
Acari,2400,360,2025-03-04T01:00:00Z,3,7
Acari,2400,360,2025-03-04T01:00:00Z,4,9
Acari,2400,360,2025-03-04T07:00:00Z,5,11
Acari,2400,360,2025-03-04T07:00:00Z,6,15
Acari,2400,360,2025-03-04T13:00:00Z,7,18
Acari,2400,360,2025-03-04T13:00:00Z,8,21
Acari,2400,360,2025-03-04T19:00:00Z,9,27
Acari,2400,360,2025-03-04T19:00:00Z,10,29
Acari,2400,360,2025-03-05T01:00:00Z,11,32
Acari,2400,360,2025-03-05T01:00:00Z,12,33
Acari,2400,360,2025-03-05T07:00:00Z,13,36
Acari,2400,360,2025-03-05T07:00:00Z,14,39
Acari,2400,360,2025-03-05T13:00:00Z,15,43
Acari,2400,360,2025-03-05T13:00:00Z,16,44
Acari,2400,360,2025-03-05T19:00:00Z,17,47
Acari,2400,360,2025-03-05T19:00:00Z,18,49
Acari,2400,360,2025-03-06T01:00:00Z,19,51
Acari,2400,360,2025-03-06T01:00:00Z,20,52
Acari,2400,360,2025-03-06T07:00:00Z,21,54
Acari,2400,360,2025-03-06T13:00:00Z,22,56
Acari,2400,360,2025-03-07T08:00:00Z,23,57
Acari,2400,360,2025-03-07T14:00:00Z,24,58
Acari,2400,360,2025-03-07T20:00:00Z,25,60
Acari,2400,360,2025-03-08T02:00:00Z,26,63
Acari,2400,360,2025-03-08T08:00:00Z,27,67
Acari,2400,360,2025-03-08T14:00:00Z,28,69
Acari,2400,360,2025-03-08T20:00:00Z,29,70
Acari,2400,360,2025-03-09T02:00:00Z,30,73
Acari,2400,360,2025-03-09T08:00:00Z,31,75
Acari,2400,360,2025-03-09T14:00:00Z,32,81
Acari,2400,360,2025-03-09T20:00:00Z,33,83
Acari,2400,360,2025-03-15T13:00:00Z,34,87
Acari,2400,360,2025-03-15T19:00:00Z,35,91
Acari,2400,360,2025-03-16T01:00:00Z,36,95
Acari,2400,360,2025-03-16T07:00:00Z,37,96
Acari,2400,360,2025-03-16T13:00:00Z,38,98
Acari,2400,360,2025-03-16T19:00:00Z,39,99
Acari,2400,360,2025-03-17T01:00:00Z,40,102
Acari,2400,360,2025-03-17T07:00:00Z,41,104
Acari,2400,360,2025-03-17T13:00:00Z,42,109
Acari,2400,360,2025-03-17T19:00:00Z,43,115
Acari,2400,360,2025-03-18T01:00:00Z,44,119
Acari,2400,360,2025-03-18T02:00:00Z,45,121
Acari,2400,360,2025-03-18T14:00:00Z,46,122
Acari,2400,360,2025-03-18T20:00:00Z,47,127
Acari,2400,360,2025-03-19T02:00:00Z,48,131
Acari,2400,360,2025-03-19T08:00:00Z,49,132
Acari,2400,360,2025-03-19T14:00:00Z,50,134
Acari,2400,360,2025-03-20T02:00:00Z,51,140
Acari,2400,360,2025-03-20T08:00:00Z,52,142
Acari,2400,360,2025-03-21T09:00:00Z,53,149
Acari,2400,360,2025-03-21T15:00:00Z,54,153
Acari,2400,360,2025-03-21T21:00:00Z,55,160
Acari,2400,360,2025-03-22T03:00:00Z,56,162
Acari,2400,360,2025-03-22T09:00:00Z,57,164
Acari,2400,360,2025-03-22T15:00:00Z,58,165
Acari,2400,360,2025-03-22T21:00:00Z,59,170
Acari,2400,360,2025-03-23T03:00:00Z,60,175
Acari,2400,360,2025-03-23T09:00:00Z,61,182
Acari,2400,360,2025-03-23T15:00:00Z,62,189
Acari,2400,360,2025-03-23T21:00:00Z,63,195
Acari,2400,360,2025-03-26T01:00:00Z,64,205
Acari,2400,360,2025-03-26T07:00:00Z,65,210
Acari,2400,360,2025-03-26T13:00:00Z,66,216
Acari,2400,360,2025-03-26T19:00:00Z,67,219
Acari,2400,360,2025-03-27T01:00:00Z,68,224
Acari,2400,360,2025-03-27T07:00:00Z,69,228
Acari,2400,360,2025-03-27T19:00:00Z,70,229
Acari,2400,360,2025-03-28T01:00:00Z,71,234
Acari,2400,360,2025-03-28T07:00:00Z,72,238
Acari,2400,360,2025-03-28T13:00:00Z,73,241
Acari,2400,360,2025-04-01T08:00:00Z,74,246
Acari,2400,360,2025-04-01T14:00:00Z,75,248
Acari,2400,360,2025-04-01T20:00:00Z,76,254
Acari,2400,360,2025-04-02T02:00:00Z,77,258
Acari,2400,360,2025-04-02T08:00:00Z,78,267
Acari,2400,360,2025-04-02T14:00:00Z,79,273
Acari,2400,360,2025-04-02T20:00:00Z,80,279
Acari,2400,360,2025-04-03T02:00:00Z,81,289
Acari,2400,360,2025-04-03T08:00:00Z,82,296
Acari,2400,360,2025-04-03T14:00:00Z,83,300
Acari,2400,360,2025-04-03T14:00:00Z,84,305
Acari,2400,360,2025-04-03T20:00:00Z,85,311
Acari,2400,360,2025-04-03T20:00:00Z,86,316
Acari,2400,360,2025-04-04T02:00:00Z,87,319
Acari,2400,360,2025-04-04T08:00:00Z,88,325
Collembola,600,15,2025-03-13T07:45:00Z,1,1
Collembola,600,15,2025-03-21T02:00:00Z,2,2
Collembola,600,15,2025-03-21T11:30:00Z,3,3
Collembola,600,15,2025-04-06T19:15:00Z,4,4
Collembola,600,60,2025-03-03T10:00:00Z,1,1
Collembola,600,60,2025-03-14T21:00:00Z,2,2
Collembola,600,60,2025-03-23T12:00:00Z,3,3
Collembola,600,60,2025-03-23T20:00:00Z,4,4
Collembola,600,360,2025-03-04T13:00:00Z,1,1
Collembola,600,360,2025-03-15T07:00:00Z,2,2
Collembola,600,360,2025-04-11T04:00:00Z,3,3
Collembola,600,360,2025-04-12T04:00:00Z,4,4
Collembola,1200,15,2025-03-09T22:45:00Z,1,1
Collembola,1200,15,2025-03-21T12:15:00Z,2,2
Collembola,1200,15,2025-03-21T12:30:00Z,3,4
Collembola,1200,15,2025-03-21T13:00:00Z,4,5
Collembola,1200,15,2025-03-21T13:15:00Z,5,6
Collembola,1200,15,2025-03-21T13:30:00Z,6,7
Collembola,1200,15,2025-03-21T13:45:00Z,7,8
Collembola,1200,15,2025-03-21T14:30:00Z,8,9
Collembola,1200,15,2025-03-23T07:15:00Z,9,10
Collembola,1200,15,2025-03-23T07:45:00Z,10,11
Collembola,1200,15,2025-03-23T08:00:00Z,11,12
Collembola,1200,15,2025-03-23T08:15:00Z,12,14
Collembola,1200,15,2025-03-23T08:30:00Z,13,16
Collembola,1200,15,2025-03-23T08:45:00Z,14,17
Collembola,1200,15,2025-03-23T09:00:00Z,15,20
Collembola,1200,15,2025-03-23T09:30:00Z,16,21
Collembola,1200,15,2025-03-23T09:45:00Z,17,22
Collembola,1200,15,2025-04-12T23:15:00Z,18,23
Collembola,1200,15,2025-04-16T06:15:00Z,19,24
Collembola,1200,15,2025-04-16T06:30:00Z,20,26
Collembola,1200,15,2025-04-16T07:30:00Z,21,27
Collembola,1200,15,2025-04-16T07:45:00Z,22,28
Collembola,1200,15,2025-04-16T07:45:00Z,23,29
Collembola,1200,15,2025-04-16T08:00:00Z,24,31
Collembola,1200,15,2025-04-16T08:00:00Z,25,33
Collembola,1200,15,2025-04-16T08:15:00Z,26,35
Collembola,1200,15,2025-04-16T08:30:00Z,27,37
Collembola,1200,15,2025-04-16T08:45:00Z,28,38
Collembola,1200,60,2025-03-06T08:00:00Z,1,1
Collembola,1200,60,2025-03-14T11:00:00Z,2,2
Collembola,1200,60,2025-03-14T12:00:00Z,3,3
Collembola,1200,60,2025-03-14T15:00:00Z,4,4
Collembola,1200,60,2025-03-14T18:00:00Z,5,5
Collembola,1200,60,2025-03-18T08:00:00Z,6,6
Collembola,1200,60,2025-03-18T09:00:00Z,7,8
Collembola,1200,60,2025-03-18T10:00:00Z,8,9
Collembola,1200,60,2025-03-18T11:00:00Z,9,11
Collembola,1200,60,2025-03-18T13:00:00Z,10,15
Collembola,1200,60,2025-03-24T00:00:00Z,11,16
Collembola,1200,60,2025-03-24T01:00:00Z,12,17
Collembola,1200,60,2025-03-24T02:00:00Z,13,20
Collembola,1200,60,2025-03-24T03:00:00Z,14,21
Collembola,1200,60,2025-03-24T07:00:00Z,15,23
Collembola,1200,60,2025-04-06T07:00:00Z,16,24
Collembola,1200,60,2025-04-06T08:00:00Z,17,25
Collembola,1200,60,2025-04-06T10:00:00Z,18,28
Collembola,1200,60,2025-04-06T11:00:00Z,19,30
Collembola,1200,60,2025-04-06T11:00:00Z,20,31
Collembola,1200,60,2025-04-06T12:00:00Z,21,32
Collembola,1200,60,2025-04-06T13:00:00Z,22,33
Collembola,1200,60,2025-04-06T14:00:00Z,23,34
Collembola,1200,60,2025-04-06T15:00:00Z,24,35
Collembola,1200,60,2025-04-06T15:00:00Z,25,36
Collembola,1200,60,2025-04-06T16:00:00Z,26,40
Collembola,1200,60,2025-04-06T17:00:00Z,27,44
Collembola,1200,60,2025-04-06T19:00:00Z,28,45
Collembola,1200,60,2025-04-09T14:00:00Z,29,46
Collembola,1200,60,2025-04-09T16:00:00Z,30,48
Collembola,1200,60,2025-04-09T21:00:00Z,31,49
Collembola,1200,360,2025-03-10T06:00:00Z,1,1
Collembola,1200,360,2025-03-10T21:00:00Z,2,2
Collembola,1200,360,2025-03-11T03:00:00Z,3,3
Collembola,1200,360,2025-03-11T03:00:00Z,4,5
Collembola,1200,360,2025-03-11T09:00:00Z,5,6
Collembola,1200,360,2025-03-11T15:00:00Z,6,8
Collembola,1200,360,2025-03-11T15:00:00Z,7,9
Collembola,1200,360,2025-03-11T21:00:00Z,8,10
Collembola,1200,360,2025-03-12T09:00:00Z,9,12
Collembola,1200,360,2025-03-12T09:00:00Z,10,13
Collembola,1200,360,2025-03-12T21:00:00Z,11,14
Collembola,1200,360,2025-03-13T03:00:00Z,12,16
Collembola,1200,360,2025-03-13T09:00:00Z,13,17
Collembola,1200,360,2025-03-18T11:00:00Z,14,19
Collembola,1200,360,2025-03-18T17:00:00Z,15,20
Collembola,1200,360,2025-03-19T05:00:00Z,16,21
Collembola,1200,360,2025-03-19T08:00:00Z,17,22
Collembola,1200,360,2025-03-20T11:00:00Z,18,23
Collembola,1200,360,2025-03-20T14:00:00Z,19,25
Collembola,1200,360,2025-03-20T15:00:00Z,20,26
Collembola,1200,360,2025-03-20T17:00:00Z,21,27
Collembola,1200,360,2025-03-20T21:00:00Z,22,29
Collembola,1200,360,2025-03-21T02:00:00Z,23,30
Collembola,1200,360,2025-03-21T09:00:00Z,24,32
Collembola,1200,360,2025-03-21T21:00:00Z,25,33
Collembola,1200,360,2025-03-22T03:00:00Z,26,36
Collembola,1200,360,2025-03-22T15:00:00Z,27,38
Collembola,1200,360,2025-04-07T00:00:00Z,28,41
Collembola,1200,360,2025-04-07T03:00:00Z,29,43
Collembola,1200,360,2025-04-07T06:00:00Z,30,44
Collembola,1200,360,2025-04-07T15:00:00Z,31,45
Collembola,1200,360,2025-04-07T21:00:00Z,32,46
Collembola,1200,360,2025-04-08T00:00:00Z,33,48
Collembola,1200,360,2025-04-08T03:00:00Z,34,50
Collembola,1200,360,2025-04-08T12:00:00Z,35,51
Collembola,1200,360,2025-04-08T18:00:00Z,36,52
Collembola,1200,360,2025-04-08T21:00:00Z,37,53
Collembola,1200,360,2025-04-09T15:00:00Z,38,54
Collembola,1200,360,2025-04-11T04:00:00Z,39,55
Collembola,1200,360,2025-04-11T10:00:00Z,40,56
Collembola,1200,360,2025-04-12T04:00:00Z,41,59
Collembola,1200,360,2025-04-12T10:00:00Z,42,60
Collembola,2400,60,2025-03-06T06:00:00Z,1,3
Collembola,2400,60,2025-03-06T07:00:00Z,2,5
Collembola,2400,60,2025-03-06T08:00:00Z,3,6
Collembola,2400,60,2025-03-06T09:00:00Z,4,7
Collembola,2400,60,2025-03-06T10:00:00Z,5,10
Collembola,2400,60,2025-03-06T12:00:00Z,6,11
Collembola,2400,60,2025-03-06T13:00:00Z,7,12
Collembola,2400,60,2025-03-06T15:00:00Z,8,13
Collembola,2400,60,2025-03-06T16:00:00Z,9,16
Collembola,2400,60,2025-03-09T14:00:00Z,10,17
Collembola,2400,60,2025-03-09T15:00:00Z,11,19
Collembola,2400,60,2025-03-09T16:00:00Z,12,20
Collembola,2400,60,2025-03-09T17:00:00Z,13,21
Collembola,2400,60,2025-03-09T18:00:00Z,14,23
Collembola,2400,60,2025-03-09T19:00:00Z,15,24
Collembola,2400,60,2025-03-09T20:00:00Z,16,25
Collembola,2400,60,2025-03-09T21:00:00Z,17,26
Collembola,2400,60,2025-03-09T22:00:00Z,18,28
Collembola,2400,60,2025-03-10T05:00:00Z,19,29
Collembola,2400,60,2025-03-10T07:00:00Z,20,30
Collembola,2400,60,2025-03-10T10:00:00Z,21,33
Collembola,2400,60,2025-03-10T11:00:00Z,22,34
Collembola,2400,60,2025-03-10T13:00:00Z,23,35
Collembola,2400,60,2025-03-10T14:00:00Z,24,38
Collembola,2400,60,2025-03-14T08:00:00Z,25,41
Collembola,2400,60,2025-03-14T09:00:00Z,26,42
Collembola,2400,60,2025-03-14T10:00:00Z,27,44
Collembola,2400,60,2025-03-14T11:00:00Z,28,45
Collembola,2400,60,2025-03-14T12:00:00Z,29,47
Collembola,2400,60,2025-03-14T13:00:00Z,30,48
Collembola,2400,60,2025-03-14T14:00:00Z,31,52
Collembola,2400,60,2025-03-14T15:00:00Z,32,53
Collembola,2400,60,2025-03-14T16:00:00Z,33,55
Collembola,2400,60,2025-03-14T17:00:00Z,34,57
Collembola,2400,60,2025-03-17T03:00:00Z,35,61
Collembola,2400,60,2025-03-17T04:00:00Z,36,62
Collembola,2400,60,2025-03-17T05:00:00Z,37,63
Collembola,2400,60,2025-03-17T06:00:00Z,38,64
Collembola,2400,60,2025-03-17T07:00:00Z,39,68
Collembola,2400,60,2025-03-17T08:00:00Z,40,72
Collembola,2400,60,2025-03-17T09:00:00Z,41,73
Collembola,2400,60,2025-03-17T10:00:00Z,42,79
Collembola,2400,60,2025-03-17T11:00:00Z,43,82
Collembola,2400,60,2025-03-17T13:00:00Z,44,83
Collembola,2400,60,2025-03-24T00:00:00Z,45,84
Collembola,2400,60,2025-03-24T01:00:00Z,46,87
Collembola,2400,60,2025-03-24T02:00:00Z,47,89
Collembola,2400,60,2025-03-24T03:00:00Z,48,95
Collembola,2400,60,2025-03-24T04:00:00Z,49,97
Collembola,2400,60,2025-03-24T05:00:00Z,50,98
Collembola,2400,60,2025-03-24T06:00:00Z,51,101
Collembola,2400,60,2025-03-24T07:00:00Z,52,103
Collembola,2400,60,2025-03-24T08:00:00Z,53,107
Collembola,2400,60,2025-03-24T09:00:00Z,54,108
Collembola,2400,60,2025-04-06T23:00:00Z,55,109
Collembola,2400,60,2025-04-07T00:00:00Z,56,110
Collembola,2400,60,2025-04-07T01:00:00Z,57,113
Collembola,2400,60,2025-04-07T02:00:00Z,58,116
Collembola,2400,60,2025-04-07T03:00:00Z,59,117
Collembola,2400,60,2025-04-07T04:00:00Z,60,121
Collembola,2400,60,2025-04-07T05:00:00Z,61,124
Collembola,2400,60,2025-04-07T06:00:00Z,62,127
Collembola,2400,60,2025-04-07T07:00:00Z,63,130
Collembola,2400,60,2025-04-07T08:00:00Z,64,133
Collembola,2400,60,2025-04-10T05:00:00Z,65,135
Collembola,2400,60,2025-04-10T06:00:00Z,66,137
Collembola,2400,60,2025-04-10T07:00:00Z,67,141
Collembola,2400,60,2025-04-10T08:00:00Z,68,146
Collembola,2400,60,2025-04-10T09:00:00Z,69,150
Collembola,2400,60,2025-04-10T10:00:00Z,70,155
Collembola,2400,60,2025-04-10T11:00:00Z,71,158
Collembola,2400,60,2025-04-10T12:00:00Z,72,161
Collembola,2400,60,2025-04-10T13:00:00Z,73,163
Collembola,2400,60,2025-04-10T14:00:00Z,74,165
Collembola,2400,60,2025-04-16T06:00:00Z,75,167
Collembola,2400,60,2025-04-16T08:00:00Z,76,168
Collembola,2400,360,2025-03-03T13:00:00Z,1,3
Collembola,2400,360,2025-03-03T19:00:00Z,2,6
Collembola,2400,360,2025-03-04T01:00:00Z,3,7
Collembola,2400,360,2025-03-04T01:00:00Z,4,8
Collembola,2400,360,2025-03-04T07:00:00Z,5,9
Collembola,2400,360,2025-03-04T13:00:00Z,6,11
Collembola,2400,360,2025-03-04T19:00:00Z,7,16
Collembola,2400,360,2025-03-05T01:00:00Z,8,18
Collembola,2400,360,2025-03-05T01:00:00Z,9,19
Collembola,2400,360,2025-03-05T07:00:00Z,10,27
Collembola,2400,360,2025-03-05T07:00:00Z,11,28
Collembola,2400,360,2025-03-05T13:00:00Z,12,30
Collembola,2400,360,2025-03-05T19:00:00Z,13,31
Collembola,2400,360,2025-03-05T19:00:00Z,14,32
Collembola,2400,360,2025-03-06T01:00:00Z,15,33
Collembola,2400,360,2025-03-06T13:00:00Z,16,36
Collembola,2400,360,2025-03-07T14:00:00Z,17,37
Collembola,2400,360,2025-03-07T20:00:00Z,18,38
Collembola,2400,360,2025-03-08T02:00:00Z,19,42
Collembola,2400,360,2025-03-08T14:00:00Z,20,43
Collembola,2400,360,2025-03-08T20:00:00Z,21,44
Collembola,2400,360,2025-03-09T02:00:00Z,22,45
Collembola,2400,360,2025-03-09T14:00:00Z,23,47
Collembola,2400,360,2025-03-09T20:00:00Z,24,49
Collembola,2400,360,2025-03-15T13:00:00Z,25,51
Collembola,2400,360,2025-03-15T19:00:00Z,26,53
Collembola,2400,360,2025-03-16T01:00:00Z,27,54
Collembola,2400,360,2025-03-16T07:00:00Z,28,56
Collembola,2400,360,2025-03-16T13:00:00Z,29,57
Collembola,2400,360,2025-03-16T19:00:00Z,30,60
Collembola,2400,360,2025-03-17T01:00:00Z,31,65
Collembola,2400,360,2025-03-17T07:00:00Z,32,68
Collembola,2400,360,2025-03-17T13:00:00Z,33,71
Collembola,2400,360,2025-03-17T19:00:00Z,34,74
Collembola,2400,360,2025-03-18T01:00:00Z,35,76
Collembola,2400,360,2025-03-18T02:00:00Z,36,80
Collembola,2400,360,2025-03-18T08:00:00Z,37,81
Collembola,2400,360,2025-03-18T14:00:00Z,38,82
Collembola,2400,360,2025-03-18T20:00:00Z,39,86
Collembola,2400,360,2025-03-19T02:00:00Z,40,92
Collembola,2400,360,2025-03-19T14:00:00Z,41,95
Collembola,2400,360,2025-03-20T02:00:00Z,42,98
Collembola,2400,360,2025-03-20T08:00:00Z,43,99
Collembola,2400,360,2025-03-21T09:00:00Z,44,103
Collembola,2400,360,2025-03-21T15:00:00Z,45,105
Collembola,2400,360,2025-03-21T21:00:00Z,46,106
Collembola,2400,360,2025-03-22T03:00:00Z,47,115
Collembola,2400,360,2025-03-22T09:00:00Z,48,117
Collembola,2400,360,2025-03-22T15:00:00Z,49,121
Collembola,2400,360,2025-03-22T21:00:00Z,50,126
Collembola,2400,360,2025-03-23T03:00:00Z,51,128
Collembola,2400,360,2025-03-23T09:00:00Z,52,132
Collembola,2400,360,2025-03-23T15:00:00Z,53,136
Collembola,2400,360,2025-03-23T21:00:00Z,54,140
Collembola,2400,360,2025-03-26T01:00:00Z,55,142
Collembola,2400,360,2025-03-26T07:00:00Z,56,147
Collembola,2400,360,2025-03-26T13:00:00Z,57,149
Collembola,2400,360,2025-03-26T19:00:00Z,58,152
Collembola,2400,360,2025-03-27T01:00:00Z,59,157
Collembola,2400,360,2025-03-27T07:00:00Z,60,167
Collembola,2400,360,2025-03-27T13:00:00Z,61,169
Collembola,2400,360,2025-03-27T19:00:00Z,62,170
Collembola,2400,360,2025-03-28T01:00:00Z,63,174
Collembola,2400,360,2025-03-28T07:00:00Z,64,177
Collembola,2400,360,2025-03-28T13:00:00Z,65,180
Collembola,2400,360,2025-04-01T08:00:00Z,66,186
Collembola,2400,360,2025-04-01T14:00:00Z,67,188
Collembola,2400,360,2025-04-01T20:00:00Z,68,192
Collembola,2400,360,2025-04-02T02:00:00Z,69,195
Collembola,2400,360,2025-04-02T08:00:00Z,70,205
Collembola,2400,360,2025-04-02T14:00:00Z,71,210
Collembola,2400,360,2025-04-02T20:00:00Z,72,213
Collembola,2400,360,2025-04-03T02:00:00Z,73,217
Collembola,2400,360,2025-04-03T08:00:00Z,74,219
Collembola,2400,360,2025-04-03T14:00:00Z,75,221
Collembola,2400,360,2025-04-03T14:00:00Z,76,224
Collembola,2400,360,2025-04-03T20:00:00Z,77,225
Collembola,2400,360,2025-04-04T02:00:00Z,78,227
Collembola,2400,360,2025-04-04T08:00:00Z,79,230
Enchytraeidae,600,15,2025-03-06T02:15:00Z,1,1
Enchytraeidae,600,15,2025-03-06T02:30:00Z,2,5
Enchytraeidae,600,15,2025-03-06T02:45:00Z,3,9
Enchytraeidae,600,15,2025-03-06T03:00:00Z,4,16
Enchytraeidae,600,15,2025-03-06T03:15:00Z,5,20
Enchytraeidae,600,15,2025-03-06T03:30:00Z,6,23
Enchytraeidae,600,15,2025-03-06T03:45:00Z,7,27
Enchytraeidae,600,15,2025-03-06T04:00:00Z,8,30
Enchytraeidae,600,15,2025-03-06T04:15:00Z,9,33
Enchytraeidae,600,15,2025-03-06T04:30:00Z,10,35
Enchytraeidae,600,15,2025-03-06T04:45:00Z,11,38
Enchytraeidae,600,15,2025-03-10T00:15:00Z,12,40
Enchytraeidae,600,15,2025-03-10T00:30:00Z,13,42
Enchytraeidae,600,15,2025-03-10T01:00:00Z,14,44
Enchytraeidae,600,15,2025-03-10T01:15:00Z,15,45
Enchytraeidae,600,15,2025-03-10T01:30:00Z,16,47
Enchytraeidae,600,15,2025-03-10T02:00:00Z,17,49
Enchytraeidae,600,15,2025-03-10T02:15:00Z,18,51
Enchytraeidae,600,15,2025-03-10T02:30:00Z,19,53
Enchytraeidae,600,15,2025-03-10T02:45:00Z,20,56
Enchytraeidae,600,15,2025-03-13T07:15:00Z,21,62
Enchytraeidae,600,15,2025-03-13T07:30:00Z,22,63
Enchytraeidae,600,15,2025-03-13T07:45:00Z,23,66
Enchytraeidae,600,15,2025-03-13T08:00:00Z,24,68
Enchytraeidae,600,15,2025-03-13T08:15:00Z,25,71
Enchytraeidae,600,15,2025-03-13T08:30:00Z,26,75
Enchytraeidae,600,15,2025-03-13T08:45:00Z,27,78
Enchytraeidae,600,15,2025-03-13T09:00:00Z,28,79
Enchytraeidae,600,15,2025-03-13T09:15:00Z,29,82
Enchytraeidae,600,15,2025-03-13T09:30:00Z,30,84
Enchytraeidae,600,15,2025-03-13T09:45:00Z,31,87
Enchytraeidae,600,15,2025-03-21T00:15:00Z,32,94
Enchytraeidae,600,15,2025-03-21T00:30:00Z,33,98
Enchytraeidae,600,15,2025-03-21T00:45:00Z,34,101
Enchytraeidae,600,15,2025-03-21T01:00:00Z,35,107
Enchytraeidae,600,15,2025-03-21T01:15:00Z,36,113
Enchytraeidae,600,15,2025-03-21T01:30:00Z,37,118
Enchytraeidae,600,15,2025-03-21T01:45:00Z,38,125
Enchytraeidae,600,15,2025-03-21T02:00:00Z,39,131
Enchytraeidae,600,15,2025-03-21T02:15:00Z,40,136
Enchytraeidae,600,15,2025-03-21T02:30:00Z,41,142
Enchytraeidae,600,15,2025-03-21T02:45:00Z,42,147
